"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Common Counters: Compressed Encryption Counters for Secure GPU Memory","S. Na; S. Lee; Y. Kim; J. Park; J. Huh","School of Computing, KAIST; School of Computing, KAIST; School of Computing, KAIST; School of Computing, KAIST; School of Computing, KAIST",2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","1","13","Hardware-based trusted execution has opened a promising new opportunity for enabling secure cloud computing. Nevertheless, the current trusted execution environments are limited to the traditional CPU-based computation, while more and more critical workloads such as machine learning require to use GPUs. For secure GPU computing, recent studies proposed to isolate critical GPU operations from the operating system by providing trusted execution environments for GPUs. However, a missing component in the prior GPU trusted execution studies is a hardware-based memory protection technique optimized for GPUs. Start-of-art memory protection techniques for CPUs use counter-mode encryption, where per-block counters are used as timestamps for generating one-time pads. The integrity of counters is protected by a counter tree. This study investigates the hardware memory encryption for GPUs and identifies counter cache misses as one of the key performance bottlenecks. To mitigate the overheads of counter cache misses, this paper proposes a novel technique, called common counters, for efficient counter-mode encryption and counter integrity protection. The proposed technique exploits unique characteristics of common GPU applications. In GPU applications, a large portion of application memory is written only once by the initial data transfer from the CPU memory, or the number of writes by the GPU applications to major data structures tends to be uniform. Exploiting the uniform write property, this study proposes to use a common counter representation to complement the existing per-block encryption counters. With the common counters, the proposed technique can almost eliminate the performance overheads caused by counter cache misses, reducing the degradation to 2.9%.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00011","National Research Foundation; Samsung; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407091","","Degradation;Cloud computing;Operating systems;Graphics processing units;Machine learning;Data transfer;Data structures","","23","","56","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"Streamline Ring ORAM Accesses through Spatial and Temporal Optimization","D. Cao; M. Zhang; H. Lu; X. Ye; D. Fan; Y. Che; R. Wang","Tsinghua University, Beijing, China; State Key Laboratory of Computer Architecture, ICT, CAS, Beijing, China; State Key Laboratory of Computer Architecture, ICT, CAS, Beijing, China; State Key Laboratory of Computer Architecture, ICT, CAS, Beijing, China; State Key Laboratory of Computer Architecture, ICT, CAS, Beijing, China; Illinois Institute of Technology; Illinois Institute of Technology",2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","14","25","Memory access patterns could leak temporal and spatial information in a sensitive program; therefore, obfuscated memory access patterns are desired from the security perspective. Oblivious RAM (ORAM) has been the favored candidate to eliminate the access pattern leakage through randomly remapping data blocks around the physical memory space. Meanwhile, accessing memory with ORAM protocols results in significant memory bandwidth overhead. For each memory request, after going through the ORAM obfuscation, the main memory needs to service tens of actual memory accesses, and only one real access out of them is useful for the program execution. Besides, to ensure the memory bus access patterns are indistinguishable, extra dummy blocks need to be stored and transmitted, which cause memory space waste and poor performance. In this work, we introduce a new framework, String ORAM, that accelerates the Ring ORAM accesses with Spatial and Temporal optimization schemes. First, we identify that dummy blocks could significantly waste memory space and propose a compact ORAM organization that leverages the real blocks in memory to obfuscate the memory access pattern. Then, we identify the inefficiency of current transaction-based Ring ORAM scheduling on DRAM devices and propose an effective scheduling technique that can overlap the time spent on row buffer misses while ensuring correctness and security. With a minimal modification on the hardware and software, and negligible impact on security, the framework reduces 30.05% execution time and up to 40% memory space overhead compared to the state-of-the-art bandwidth-efficient Ring ORAM.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00012","National Natural Science Foundation of China; Chinese Academy of Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407129","Ring ORAM;Performance;Space Efficiency;Security","Protocols;Space debris;Memory management;Random access memory;Performance gain;Scheduling;Software","","9","","36","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"Cheetah: Optimizing and Accelerating Homomorphic Encryption for Private Inference","B. Reagen; W. -S. Choi; Y. Ko; V. T. Lee; H. -H. S. Lee; G. -Y. Wei; D. Brooks",New York University; Seoul National University; Harvard University; Facebook Reality Labs Research; Facebook AI Research; Harvard University; Harvard University,2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","26","39","As the application of deep learning continues to grow, so does the amount of data used to make predictions. While traditionally big-data deep learning was constrained by computing performance and off-chip memory bandwidth, a new constraint has emerged: privacy. One solution is homomorphic encryption (HE). Applying HE to the client-cloud model allows cloud services to perform inferences directly on clients’ encrypted data. While HE can meet privacy constraints it introduces enormous computational challenges and remains impractically slow on current systems.This paper introduces Cheetah, a set of algorithmic and hardware optimizations for server-side HE DNN inference. Cheetah proposes HE-parameter tuning and operator scheduling optimizations, which together deliver up to $79 \times$ speedup over the state-of-the-art. However, HE inference still falls short of real-time inference speeds by nearly four orders of magnitude. Cheetah further proposes an accelerator architecture to understand the degree of speedup hardware can provide and whether it can bridge HE’s real-time performance gap. We evaluate several DNNs and find that privacy-preserving HE inference for ResNet50 can approach real-time speeds with a 587mm2 accelerator dissipating 30W in 5nm.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407118","","Deep learning;Privacy;Accelerator architectures;Seals;Real-time systems;Inference algorithms;Encryption","","97","","73","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"New Models for Understanding and Reasoning about Speculative Execution Attacks","Z. He; G. Hu; R. Lee",Princeton University; Princeton University; Princeton University,2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","40","53","Spectre and Meltdown attacks and their variants exploit hardware performance optimization features to cause security breaches. Secret information is accessed and leaked through covert or side channels. New attack variants keep appearing and we do not have a systematic way to capture the critical characteristics of these attacks and evaluate why they succeed or fail.In this paper, we provide a new attack-graph model for reasoning about speculative execution attacks. We model attacks as ordered dependency graphs, and prove that a race condition between two nodes can occur if there is a missing dependency edge between them. We define a new concept, “security dependency”, between a resource access and its prior authorization operation. We show that a missing security dependency is equivalent to a race condition between authorization and access, which is a root cause of speculative execution attacks. We show detailed examples of how our attack graph models the Spectre and Meltdown attacks, and is generalizable to all the attack variants published so far. This attack model is also very useful for identifying new attacks and for generalizing defense strategies. We identify several defense strategies with different performance-security tradeoffs. We show that the defenses proposed so far all fit under one of our defense strategies. We also explain how attack graphs can be constructed and point to this as promising future work for tool designers.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407076","Hardware security;speculative execution attacks;graph model;security dependency;cache;side channel;covert channel;delayed exceptions;prediction;race condition","Authorization;Analytical models;Computational modeling;Tools;Hardware;Cognition;Security","","12","","48","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"A Computational Stack for Cross-Domain Acceleration","S. Kinzer; J. K. Kim; S. Ghodrati; B. Yatham; A. Althoff; D. Mahajan; S. Lerner; H. Esmaeilzadeh","Alternative Computing Technologies (ACT) Lab, University of California San Diego; Alternative Computing Technologies (ACT) Lab, University of California San Diego; Alternative Computing Technologies (ACT) Lab, University of California San Diego; Alternative Computing Technologies (ACT) Lab, University of California San Diego; Tortuga Logic; Microsoft; Alternative Computing Technologies (ACT) Lab, University of California San Diego; Alternative Computing Technologies (ACT) Lab, University of California San Diego",2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","54","70","Domain-specific accelerators obtain performance benefits by restricting their algorithmic domain. These accelerators utilize specialized languages constrained to particular hardware, thus trading off expressiveness for high performance. The pendulum has swung from one hardware for all domains (general-purpose processors) to one hardware per individual domain. The middle-ground on this spectrum–which provides a unified computational stack across multiple, but not all, domains– is an emerging and open research challenge. This paper sets out to explore this region and its associated tradeoff between expressiveness and performance by defining a cross-domain stack, dubbed PolyMath. This stack defines a high-level cross-domain language (CDL), called PMLang, that in a modular and reusable manner encapsulates mathematical properties to be expressive across multiple domains–Robotics, Graph Analytics, Digital Signal Processing, Deep Learning, and Data Analytics. PMLang is backed by a recursively-defined intermediate representation allowing simultaneous access to all levels of operation granularity, called sr DFG. Accelerator-specific or domain-specific IRs commonly capture operations in the granularity that best fits a set of Domain-Specific Architectures (DSAs). In contrast, the recursive nature of the sr DFG enables simultaneous access to all the granularities of computation for every operation, thus forming an ideal bridge for converting to various DSA-specific IRs across multiple domains. Our stack unlocks multi-acceleration for end-to-end applications that cross the boundary of multiple domains each comprising different data and compute patterns. Evaluations show that by using PolyMath it is possible to harness accelerators across the five domains to realize an average speedup of 3.3× over a Xeon CPU along with 18.1× reduction in energy. In comparison to Jetson Xavier and Titan XP, cross-domain acceleration offers 1.7× and 7.2× improvement in performance-per-watt, respectively. We measure the cross-domain expressiveness and performance tradeoff by comparing each benchmark against its hand-optimized implementation to achieve 83.9% and 76.8% of the optimal performance for single-domain algorithms and end-to-end applications. For the two case studies of end-to-end applications (comprising algorithms from multiple domains), results show that accelerating all kernels offers an additional 2.0× speedup over CPU, 6.1× improvement in performance-per-watt over Titan Xp, and 2.8× speedup over Jetson Xavier compared to only the one most effective single-domain kernel being accelerated. Finally, we examine the utility and expressiveness of PolyMath through a user study, which shows, on average, PolyMath requires 1.9× less time to implement algorithms from two different domains with 2.5× fewer lines of code relative to Python.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00015","Qualcomm; Google; Microsoft; Xilinx; Leidos; Air Force Office of Scientific Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407145","Accelerator design;Machine learning systems;Algorithms/System Co-design;Domain Specific Language","Deep learning;Bridges;Data analysis;Signal processing algorithms;Computer architecture;Hardware;Acceleration","","8","","73","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"Heterogeneous Dataflow Accelerators for Multi-DNN Workloads","H. Kwon; L. Lai; M. Pellauer; T. Krishna; Y. -H. Chen; V. Chandra",Georgia Insitute of Technology; Facebook; NVIDIA; Georgia Insitute of Technology; Facebook; Facebook,2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","71","83","Emerging AI-enabled applications such as augmented and virtual reality (AR/VR) leverage multiple deep neural network (DNN) models for various sub-tasks such as object detection, image segmentation, eye-tracking, speech recognition, and so on. Because of the diversity of the sub-tasks, the layers within and across the DNN models are highly heterogeneous in operation and shape. Diverse layer operations and shapes are major challenges for a fixed dataflow accelerator (FDA) that employs a fixed dataflow strategy on a single DNN accelerator substrate since each layer prefers different dataflows (computation order and parallelization) and tile sizes. Reconfigurable DNN accelerators (RDAs) have been proposed to adapt their dataflows to diverse layers to address the challenge. However, the dataflow flexibility in RDAs is enabled at the cost of expensive hardware structures (switches, interconnects, controller, etc.) and requires per-layer reconfiguration, which introduces considerable energy costs. Alternatively, this work proposes a new class of accelerators, heterogeneous dataflow accelerators (HDAs), which deploy multiple accelerator substrates (i.e., sub-accelerators), each supporting a different dataflow. HDAs enable coarser-grained dataflow flexibility than RDAs with higher energy efficiency and lower area cost comparable to FDAs. To exploit such benefits, hardware resource partitioning across sub-accelerators and layer execution schedule need to be carefully optimized. Therefore, we also present Herald, a framework for co-optimizing hardware partitioning and layer scheduling. Using Herald on a suite of AR/VR and MLPerf workloads, we identify a promising HDA architecture, Maelstrom, which demonstrates 65.3% lower latency and 5.0% lower energy compared to the best fixed dataflow accelerators and 22.0% lower energy at the cost of 20.7% higher latency compared to a state-of-the-art reconfigurable DNN accelerator (RDA). The results suggest that HDA is an alternative class of Pareto-optimal accelerators to RDA with strength in energy, which can be a better choice than RDAs depending on the use cases.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407116","DNN Accelerator;Multi DNN Workloads","Schedules;Solid modeling;Systematics;Shape;Computer architecture;Virtual reality;Speech recognition","","101","","39","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"SPAGHETTI: Streaming Accelerators for Highly Sparse GEMM on FPGAs","R. Hojabr; A. Sedaghati; A. Sharifian; A. Khonsari; A. Shriraman","ECE Dept., University of Tehran; School of Computing Science, Simon Fraser University; Untether AI; ECE Dept., University of Tehran; School of Computing Science, Simon Fraser University",2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","84","96","Generalized Sparse Matrix-Matrix Multiplication (Sparse GEMM) is widely used across multiple domains, but the computation’s regularity is dependent on the input sparsity pattern. The majority of sparse GEMM accelerators are based on the inner product method and propose new storage formats [5], [28], [31] to regularize computation. We find that these storage formats are more suited for denser matrices. Accelerators [26], [34] adopting the outer product algorithm are more suitable for highly sparse inputs $(\lt 1$% density), since they support CSC/CSR storage formats. The current state-of-the-art, SpArch [34], condenses inputs to improve output reuse, but then spoils input reuse. The condensing effectiveness varies across inputs leading to high variance in DRAM utilization and speedup across inputs. SpArch also requires a complex memory hierarchy (e.g., prefetch caches) to re-capture input reuse.We propose Spaghetti, an open-source Chisel generator for creating FPGA-optimized outer product accelerators. The key novelty in Spaghetti is a new pattern-aware software scheduler that analyzes the sparsity pattern and schedules row-col pairs of the inputs onto the fixed microarchitecture. Spaghetti takes advantage of our observation that the rows in the input matrix lead to mutually independent rows in the final output. Thus the scheduler can partition the input into tiles that maximize reuse and eliminate re-fetching the partial matrices from the DRAM. The microarchitecture template we create has the following key benefits: i) we can statically schedule the inputs in a streaming fashion and maximize DRAM utilization, ii) we can parallelize the merge phase and generate multiple rows of the output in parallel maximally using the output DRAM bandwidth, iii) we can adapt to the varying logic resources and bandwidth across various FPGA devices and attain maximal roofline performance (only limited by memory bandwidth). We auto-generate sparse GEMM accelerators on Amazon AWS FPGAs and demonstrate that we can achieve performance improvement over CPUs and GPUs between 1.1 – 34.5 x. Compared to SpArch [34], our design improves performance by an average of $2.6 \times$, and reduces DRAM accesses by an average of $4 \times$.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407115","","Performance evaluation;Schedules;Microarchitecture;Prefetching;Random access memory;Prototypes;Bandwidth","","32","","34","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"SpAtten: Efficient Sparse Attention Architecture with Cascade Token and Head Pruning","H. Wang; Z. Zhang; S. Han","EECS, Massachusetts Institute of Technology, Cambridge, MA, US; EECS, Massachusetts Institute of Technology, Cambridge, MA, US; EECS, Massachusetts Institute of Technology, Cambridge, MA, US",2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","97","110","The attention mechanism is becoming increasingly popular in Natural Language Processing (NLP) applications, showing superior performance than convolutional and recurrent architectures. However, general-purpose platforms such as CPUs and GPUs are inefficient when performing attention inference due to complicated data movement and low arithmetic intensity. Moreover, existing NN accelerators mainly focus on optimizing convolutional or recurrent models, and cannot efficiently support attention. In this paper, we present SpAtten, an efficient algorithm-architecture co-design that leverages token sparsity, head sparsity, and quantization opportunities to reduce the attention computation and memory access. Inspired by the high redundancy of human languages, we propose the novel cascade token pruning to prune away unimportant tokens in the sentence. We also propose cascade head pruning to remove unessential heads. Cascade pruning is fundamentally different from weight pruning since there is no trainable weight in the attention mechanism, and the pruned tokens and heads are selected on the fly. To efficiently support them on hardware, we design a novel top-k engine to rank token and head importance scores with high throughput. Furthermore, we propose progressive quantization that first fetches MSBs only and performs the computation; if the confidence is low, it fetches LSBs and recomputes the attention outputs, trading computation for memory reduction.Extensive experiments on 30 benchmarks show that, on average, SpAtten reduces DRAM access by 10.0× with no accuracy loss, and achieves 1.6×, 3.0×, 162×, 347× speedup, and 1.4×, 3.2×, 1193×, 4059× energy savings over A3 accelerator, MNNFast accelerator, TITAN Xp GPU, Xeon CPU, respectively.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407232","Natural Language Processing;Attention;Domain-Specific Accelerator;Algorithm-Architecture Co-design;Pruning;Quantization","Quantization (signal);Redundancy;Memory management;Random access memory;Throughput;Natural language processing;Space exploration","","260","","80","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"BBB: Simplifying Persistent Programming using Battery-Backed Buffers","M. Alshboul; P. Ramrakhyani; W. Wang; J. Tuck; Y. Solihin","ECE, North Carolina State University; Arm Research; Arm Research; ECE, North Carolina State University; Computer Science, University of Central Florida",2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","111","124","Non-volatile memory (NVM) is poised to augment or replace DRAM as main memory. With the right abstraction and support, non-volatile main memory (NVMM) can provide an alternative to the storage system to host long-lasting persistent data. However, keeping persistent data in memory requires programs to be written such that data is crash consistent (i.e. it can be recovered after failure). Critical to supporting crash recovery is the guarantee of ordering of when stores become durable with respect to program order. Strict persistency, which requires persist order to coincide with program order of stores, is simple and intuitive but generally thought to be too slow. More relaxed persistency models are available but demand higher programming complexity, e.g. they require the programmer to insert persist barriers correctly in their program.We identify the source of strict persistency inefficiency as the gap between the point of visibility (PoV) which is the cache, and the point of persistency (PoP) which is the memory. In this paper, we propose a new approach to close the PoV/PoP gap which we refer to as Battery-Backed Buffer (BBB). The key idea of BBB is to provide a battery-backed persist buffer (bbPB) in each core next to the L1 data cache (L1D). A store value is allocated in the bbPB as it is written to cache, becoming part of the persistence domain. If a crash occurs, battery ensures bbPB can be fully drained to NVMM. BBB simplifies persistent programming as the programmer does not need to insert persist barriers or flushes. Furthermore, our BBB design achieves nearly identical results to eADR in terms of performance and number of NVMM writes, while requiring two orders of magnitude smaller energy and time to drain.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407087","Emerging Memory Technology;Memory Systems;Multicore and Parallel Architectures","Microarchitecture;Nonvolatile memory;Memory management;Random access memory;Programming;Computer crashes;Complexity theory","","28","","98","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
"TSOPER: Efficient Coherence-Based Strict Persistency","P. Ekemark; Y. Yao; A. Ros; K. Sagonas; S. Kaxiras","Dept. of Information Technology, Uppsala University, Uppsala, Sweden; Dept. of Information Technology, Uppsala University, Uppsala, Sweden; Computer Engineering Dept., University of Murcia, Murcia, Spain; Dept. of Information Technology, Uppsala University, Uppsala, Sweden; Dept. of Information Technology, Uppsala University, Uppsala, Sweden",2021 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"22 Apr 2021","2021","","","125","138","We propose a novel approach for hardware-based strict TSO persistency, called TSOPER. We allow a TSO persistency model to freely coalesce values in the caches, by forming atomic groups of cachelines to be persisted. A group persist is initiated for an atomic group if any of its newly written values are exposed to the outside world. A key difference with prior work is that our architecture is based on the concept of a TSO persist buffer, that sits in parallel to the shared LLC, and persists atomic groups directly from private caches to NVM, bypassing the coherence serialization of the LLC.To impose dependencies among atomic groups that are persisted from the private caches to the TSO persist buffer, we introduce a sharing-list coherence protocol that naturally captures the order of coherence operations in its sharing lists, and thus can reconstruct the dependencies among different atomic groups entirely at the private cache level without involving the shared LLC. The combination of the sharing-list coherence and the TSO persist buffer allows persist operations and writes to non-volatile memory to happen in the background and trail the coherence operations. Coherence runs ahead at full speed; persistency follows belatedly.Our evaluation shows that TSOPER provides the same level of reordering as a program-driven relaxed model, hence, approximately the same level of performance, albeit without needing the programmer or compiler to be concerned about false sharing, data-race-free semantics, etc., and guaranteeing all software that can run on top of TSO, automatically persists in TSO.","2378-203X","978-1-6654-2235-2","10.1109/HPCA51647.2021.00021","European Research Council; Vetenskapsrådet; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9407141","non-volatile memory;persistent memory;persistency;total store order;coherence","Protocols;Program processors;Nonvolatile memory;Computational modeling;Semantics;Coherence;Computer architecture","","7","","46","IEEE","22 Apr 2021","","","IEEE","IEEE Conferences"
