"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Amdahl's Law in the Datacenter Era: A Market for Fair Processor Allocation","S. M. Zahedi; Q. Llull; B. C. Lee","Duke University, Durham, NC, USA; VMware Inc., Palo Alto, CA, USA; Duke University, Durham, NC, USA",2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","1","14","We present a processor allocation framework that uses Amdahl's Law to model parallel performance and a market mechanism to allocate cores. First, we propose the Amdahl utility function and demonstrate its accuracy when modeling performance from processor core allocations. Second, we design a market based on Amdahl utility that optimizes users' bids for processors based on workload parallelizability. The framework uses entitlements to guarantee fairness yet outperforms existing proportional share algorithms.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8326994","Proportional Sharing;Processor Allocation;Amdahl's Law;Karp Flatt Metric;Market Mechanisms","Servers;Resource management;Sparks;Mathematical model;Task analysis;Parallel processing;Computational modeling","","9","","47","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"iNPG: Accelerating Critical Section Access with In-network Packet Generation for NoC Based Many-Cores","Y. Yao; Z. Lu","KTH Royal Institute of Technology, Stockholm, Sweden; KTH Royal Institute of Technology, Stockholm, Sweden",2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","15","26","As recently studied, serialized competition overhead for entering critical section is more dominant than critical section execution itself in limiting performance of multi-threaded shared variable applications on NoC-based many-cores. We illustrate that the invalidation-acknowledgement delay for cache coherency between the home node storing the critical section lock and the cores running competing threads is the leading factor to high competition overhead in lock spinning, which is realized in various spin-lock primitives (such as the ticket lock, ABQL, MCS lock, etc.) and the spinning phase of queue spin-lock (QSL) in advanced operating systems. To reduce such high lock coherence overhead, we propose in-network packet generation (iNPG) to turn passive ""normal"" NoC routers which only transmit packets into active ""big"" ones that can generate packets. Instead of performing all coherence maintenance at the home node, big routers which are deployed nearer to competing threads can generate packets to perform early invalidation-acknowledgement for failing threads before their requests reach the home node, shortening the protocol round-trip delay and thus significantly reducing competition overhead in various locking primitives. We evaluate iNPG in Gem5 using PARSEC and SPEC OMP2012 programs with five different locking primitives. Compared to a state-of-the-art technique accelerating critical section access, experimental results show that iNPG can effectively reduce lock coherence overhead, expediting critical section access by 1.35x on average and 2.03x at maximum and consequently improving the program Region-of-Interest (ROI) runtime by 7.8% on average and 14.7% at maximum.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8326995","In Network Packet Generation;Critical Section;Synchronisation Primitive;Cache Coherency;Network on Chip;CMP","Instruction sets;Spinning;Liquid crystal on silicon;Coherence;Acceleration;Routing protocols","","11","","41","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"Enabling Efficient Network Service Function Chain Deployment on Heterogeneous Server Platform","Y. Hu; T. Li","Department of Electrical and Computer Engineering, The University of Texas at Dallas, Richardson, TX, USA; Department of Electrical and Computer Engineering, University of Florida, Gainesville, FL, USA",2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","27","39","Network Function Virtualization (NFV) aims to run software-implemented network functions on general hardware such as Commodity Off-the-Shelf (COTS) servers to trade the application-specific performance with generality and re-configurability. Nevertheless, with the wide adoption of general accelerators such as GPU, the researchers seek to boost the performance of software-based network functions while trying to maintain the reusability and programmability in the meantime. The Service Function Chain (SFC) is a key enabler of service flexibility of NFV. The network functions stitch into a chain to provide differentiated services to multi-tenants. However, our characterization results show that existing heterogeneous packet processing frameworks do not handle NFV SFC well since two new overheads, the aggregated processing overheads and co-existence interference overheads, are introduced by SFC.,,,, Motivated by our characterization, we propose NFCompass, a runtime framework that employs SFC re-organization technique and graph-partition based task scheduling technique to conquer the two challenges brought by SFC. By re-organizing the SFC components, the length and complexity of processing paths are reduced and the aggregated overheads are mitigated. By applying the graph-partition based task allocation, better load balance is achieved and the data transfer overheads are considerably reduced.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8326996","NFV;GPU;Service Function Chain;Graph Partition","Graphics processing units;Interference;Network function virtualization;Kernel;Encryption;Noise measurement;Task analysis","","17","","58","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"Reducing Data Transfer Energy by Exploiting Similarity within a Data Transaction","D. Lee; M. O'Connor; N. Chatterjee",NVIDIA; University of Texas at Austin; NVIDIA,2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","40","51","Modern highly parallel GPU systems require high-bandwidth DRAM I/O interfaces that can consume a significant amount of energy. This energy increases in proportion to the number of 1 values in the data transactions due to the asymmetric energy consumption of Pseudo Open Drain (POD) I/O interface in contemporary Graphics DDR SDRAMs. In this work, we describe a technique to save energy by reducing the energy-expensive 1 values in the DRAM interface. We observe that multiple data elements within a single cache line/sector are often similar to one another. We exploit this characteristic to encode each transfer to the DRAM such that there is one reference copy of the data, with remaining similar data items being encoded predominantly as 0 values. Our proposed low energy data transfer mechanism, Base+XOR Transfer, encodes the data-similar portion by performing XOR operations between data elements within a single DRAM transaction. We address two challenges that influence the efficiency of our mechanism, i) the frequent appearance of zero data elements in transactions, and ii) the diversity in the underlying size of data types within a transaction. We describe two techniques, Zero Data Remapping and Universal Base+XOR Transfer, to efficiently address these issues. Our proposed encoding scheme requires no additional metadata or changes to existing DRAM devices. We evaluate our mechanism on a modern high performance GPU system with a variety of graphics and compute workloads. We show that our mechanism reduces energy-expensive 1 values by 35.3% with minimal overheads, and combining our mechanism with Dynamic Bus Inversion (DBI) reduces 1 values by 48.2% on average. These 1 value reductions lead to 5.8% and 7.1% DRAM energy savings, respectively.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8326997","Memory;DRAM;GDDR;POD;I/O;Interface;Energy","Random access memory;Graphics processing units;Energy consumption;Wires;Data transfer;Bandwidth;Encoding","","22","1","41","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"Making Memristive Neural Network Accelerators Reliable","B. Feinberg; S. Wang; E. Ipek","Dept. of Electr. & Comput. Eng., Univ. of Rochester, Rochester, NY, USA; Dept. of Comput. Sci., Univ. of Rochester, Rochester, NY, USA; Dept. of Electr. & Comput. Eng., Univ. of Rochester, Rochester, NY, USA",2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","52","65","Deep neural networks (DNNs) have attracted substantial interest in recent years due to their superior performance on many classification and regression tasks as compared to other supervised learning models. DNNs often require a large amount of data movement, resulting in performance and energy overheads. One promising way to address this problem is to design an accelerator based on in-situ analog computing that leverages the fundamental electrical properties of memristive circuits to perform matrix-vector multiplication. Recent work on analog neural network accelerators has shown great potential in improving both the system performance and the energy efficiency. However, detecting and correcting the errors that occur during in-memory analog computation remains largely unexplored. The same electrical properties that provide the performance and energy improvements make these systems especially susceptible to errors, which can severely hurt the accuracy of the neural network accelerators. This paper examines a new error correction scheme for analog neural network accelerators based on arithmetic codes. The proposed scheme encodes the data through multiplication by an integer, which preserves addition operations through the distributive property. Error detection and correction are performed through a modulus operation and a correction table lookup. This basic scheme is further improved by data-aware encoding to exploit the state dependence of the errors, and by knowledge of how critical each portion of the computation is to overall system accuracy. By leveraging the observation that a physical row that contains fewer 1s is less susceptible to an error, the proposed scheme increases the effective error correction capability with less than 4.5% area and less than 4.7% energy overheads. When applied to a memristive DNN accelerator performing inference on the MNIST and ILSVRC-2012 datasets, the proposed technique reduces the respective misclassification rates by 1.5x and 1.1x.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8326998","Computer architecture;Accelerator architectures","Neural networks;Resistance;Arrays;Programming;Thermal noise;Computational modeling;Electric potential","","105","14","66","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"Towards Efficient Microarchitectural Design for Accelerating Unsupervised GAN-Based Deep Learning","M. Song; J. Zhang; H. Chen; T. Li","Department of Electrical and Computer Engineering, University of Florida, Gainesville, USA; Department of Electrical and Computer Engineering, University of Florida, Gainesville, USA; Department of Electrical and Computer Engineering, University of Florida, Gainesville, USA; Department of Electrical and Computer Engineering, University of Florida, Gainesville, USA",2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","66","77","Recently, deep learning based approaches have emerged as indispensable tools to perform big data analytics. Normally, deep learning models are first trained with a supervised method and then deployed to execute various tasks. The supervised method involves extensive human efforts to collect and label the large-scale dataset, which becomes impractical in the big data era where raw data is largely un-labeled and uncategorized. Fortunately, the adversarial learning, represented by Generative Adversarial Network (GAN), enjoys a great success on the unsupervised learning. However, the distinct features of GAN, such as massive computing phases and non-traditional convolutions challenge the existing deep learning accelerator designs. In this work, we propose the first holistic solution for accelerating the unsupervised GAN-based Deep Learning. We overcome the above challenges with an algorithm and architecture co-design approach. First, we optimize the training procedure to reduce on-chip memory consumption. We then propose a novel time-multiplexed design to efficiently map the abundant computing phases to our microarchitecture. Moreover, we design high-efficiency dataflows to achieve high data reuse and skip the zero-operand multiplications in the non-traditional convolutions. Compared with traditional deep learning accelerators, our proposed design achieves the best performance (average 4.3X) with the same computing resource. Our design also has an average of 8.3X speedup over CPU and 6.2X energy-efficiency over NVIDIA GPU.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8326999","GAN;Unsupervised Learning;Accelerator;Architecture","Gallium nitride;Training;Synchronization;Backpropagation;Optimization;Memory management","","45","","34","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"Compressing DMA Engine: Leveraging Activation Sparsity for Training Deep Neural Networks","M. Rhu; M. O'Connor; N. Chatterjee; J. Pool; Y. Kwon; S. W. Keckler","POSTECH, Pohang, South Korea; NVIDIA, Santa Clara, CA, USA; NVIDIA, Santa Clara, CA, USA; NVIDIA, Santa Clara, CA, USA; POSTECH, Pohang, South Korea; NVIDIA, Santa Clara, CA, USA",2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","78","91","Popular deep learning frameworks require users to fine-tune their memory usage so that the training data of a deep neural network (DNN) fits within the GPU physical memory. Prior work tries to address this restriction by virtualizing the memory usage of DNNs, enabling both CPU and GPU memory to be utilized for memory allocations. Despite its merits, virtualizing memory can incur significant performance overheads when the time needed to copy data back and forth from CPU memory is higher than the latency to perform DNN computations. We introduce a high-performance virtualization strategy based on a ""compressing DMA engine"" (cDMA) that drastically reduces the size of the data structures that are targeted for CPU-side allocations. The cDMA engine offers an average 2.6x (maximum 13.8x) compression ratio by exploiting the sparsity inherent in offloaded data, improving the performance of virtualized DNNs by an average 53% (maximum 79%) when evaluated on an NVIDIA Titan Xp.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8327000","GPU;Compression","Graphics processing units;Training;Feature extraction;Bandwidth;Neural networks;Resource management;Backpropagation","","116","","44","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"In-Situ AI: Towards Autonomous and Incremental Deep Learning for IoT Systems","M. Song; K. Zhong; J. Zhang; Y. Hu; D. Liu; W. Zhang; J. Wang; T. Li",University of Florida; Chongqing University; University of Florida; University of Texas at Dallas; Chongqing University; Capital Normal University; Capital Normal University; University of Florida,2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","92","103","Recent years have seen an exploration of data volumes from a myriad of IoT devices, such as various sensors and ubiquitous cameras. The deluge of IoT data creates enormous opportunities for us to explore the physical world, especially with the help of deep learning techniques. Traditionally, the Cloud is the option for deploying deep learning based applications. However, the challenges of Cloud-centric IoT systems are increasing due to significant data movement overhead, escalating energy needs, and privacy issues. Rather than constantly moving a tremendous amount of raw data to the Cloud, it would be beneficial to leverage the emerging powerful IoT devices to perform the inference task. Nevertheless, the statically trained model could not efficiently handle the dynamic data in the real in-situ environments, which leads to low accuracy. Moreover, the big raw IoT data challenges the traditional supervised training method in the Cloud. To tackle the above challenges, we propose In-situ AI, the first Autonomous and Incremental computing framework and architecture for deep learning based IoT applications. We equip deep learning based IoT system with autonomous IoT data diagnosis (minimize data movement), and incremental and unsupervised training method (tackle the big raw IoT data generated in ever-changing in-situ environments). To provide efficient architectural support for this new computing paradigm, we first characterize the two In-situ AI tasks (i.e. inference and diagnosis tasks) on two popular IoT devices (i.e. mobile GPU and FPGA) and explore the design space and tradeoffs. Based on the characterization results, we propose two working modes for the In-situ AI tasks, including Single-running and Co-running modes. Moreover, we craft analytical models for these two modes to guide the best configuration selection. We also develop a novel two-level weight shared In-situ AI architecture to efficiently deploy In-situ tasks to IoT node. Compared with traditional IoT systems, our In-situ AI can reduce data movement by 28-71%, which further yields 1.4X-3.3X speedup on model update and contributes to 30-70% energy saving.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8327001","IoT;Deep Learning;Architecture;Autonomous","Task analysis;Machine learning;Cloud computing;Data models;Training;Computer architecture","","86","3","35","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"KPart: A Hybrid Cache Partitioning-Sharing Technique for Commodity Multicores","N. El-Sayed; A. Mukkara; P. -A. Tsai; H. Kasture; X. Ma; D. Sanchez",Mit Computer Science and Artificial Intelligence Lab; Mit Computer Science and Artificial Intelligence Lab; Mit Computer Science and Artificial Intelligence Lab; Mit Computer Science and Artificial Intelligence Lab; Oracle Labs; Mit Computer Science and Artificial Intelligence Lab,2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","104","117","Cache partitioning is now available in commercial hardware. In theory, software can leverage cache partitioning to use the last-level cache better and improve performance. In practice, however, current systems implement way-partitioning, which offers a limited number of partitions and often hurts performance. These limitations squander the performance potential of smart cache management. We present KPart, a hybrid cache partitioning-sharing technique that sidesteps the limitations of way-partitioning and unlocks significant performance on current systems. KPart first groups applications into clusters, then partitions the cache among these clusters. To build clusters, KPart relies on a novel technique to estimate the performance loss an application suffers when sharing a partition. KPart automatically chooses the number of clusters, balancing the isolation benefits of way-partitioning with its potential performance impact. KPart uses detailed profiling information to make these decisions. This information can be gathered either offline, or online at low overhead using a novel profiling mechanism. We evaluate KPart in a real system and in simulation. KPart improves throughput by 24% on average (up to 79%) on an Intel Broadwell-D system, whereas prior per-application partitioning policies improve throughput by just 1.7% on average and hurt 30% of workloads. Simulation results show that KPart achieves most of the performance of more advanced partitioning techniques that are not yet available in hardware.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8327002","cache partitioning;multicore architecture;performance isolation;application clustering","Hardware;Throughput;Partitioning algorithms;Clustering algorithms;Monitoring;Software;Computer architecture","","84","1","67","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
"SIPT: Speculatively Indexed, Physically Tagged Caches","T. Zheng; H. Zhu; M. Erez","Department of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX; Department of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX; Department of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX",2018 IEEE International Symposium on High Performance Computer Architecture (HPCA),"29 Mar 2018","2018","","","118","130","First-level (L1) data cache access latency is critical to performance because it services the vast majority of loads and stores. To keep L1 latency low while ensuring low-complexity and simple-to-verify operation, current processors most-typically utilize a virtually-indexed physically-tagged (VIPT) cache architecture. While VIPT caches decrease latency by proceeding with cache access and address translation concurrently, each cache way is constrained by the size of a virtual page. Thus, larger L1 caches are highly-associative, which degrades their access latency and energy. We propose speculatively-indexed physically-tagged (SIPT) caches to enable simultaneously larger, faster, and more efficient L1 caches. A SIPT cache speculates on the value of a few address bits beyond the page offset concurrently with address translation, maintaining the overall safe and reliable architecture of a VIPT cache while eliminating the VIPT design constraints. SIPT is a purely microarchitectural approach that can be used with any software and for all accesses. We evaluate SIPT with simulations of applications under standard Linux. SIPT improves performance by 8.1% on average and reduces total cache-hierarchy energy by 15.6%.","2378-203X","978-1-5386-3659-6","10.1109/HPCA.2018.00020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8327003","Cache and memory architectures;Innovative hardware/software trade offs;Processor architecture","Program processors;Coherence;Computer architecture;Hardware;Indexing","","12","1","47","IEEE","29 Mar 2018","","","IEEE","IEEE Conferences"
