"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The Accelerator Wall: Limits of Chip Specialization","A. Fuchs; D. Wentzlaff","Department of Electrical Engineering, Princeton University; Department of Electrical Engineering, Princeton University",2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","1","14","Specializing chips using hardware accelerators has become the prime means to alleviate the gap between the growing computational demands and the stagnating transistor budgets caused by the slowdown of CMOS scaling. Much of the benefits of chip specialization stems from optimizing a computational problem within a given chip's transistor budget. Unfortunately, the stagnation of the number of transistors available on a chip will limit the accelerator design optimization space, leading to diminishing specialization returns, ultimately hitting an accelerator wall. In this work, we tackle the question of what are the limits of future accelerators and chip specialization? We do this by characterizing how current accelerators depend on CMOS scaling, based on a physical modeling tool that we constructed using datasheets of thousands of chips. We identify key concepts used in chip specialization, and explore case studies to understand how specialization has progressed over time in different applications and chip platforms (e.g., GPUs, FPGAs, ASICs)1. Utilizing these insights, we build a model which projects forward to see what future gains can and cannot be enabled from chip specialization. A quantitative analysis of specialization returns and technological boundaries is critical to help researchers understand the limits of accelerators and develop methods to surmount them.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675237","Accelerator Wall;Moore's Law;CMOS Scaling","Transistors;Semiconductor device modeling;Mathematical model;Computer architecture;Field programmable gate arrays;Measurement;Throughput","","45","","80","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"Stretch: Balancing QoS and Throughput for Colocated Server Workloads on SMT Cores","A. Margaritov; S. Gupta; R. Gonzalez-Alberquilla; B. Grot",University of Edinburgh; EPFL; Arm Ltd.; University of Edinburgh,2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","15","27","In a drive to maximize resource utilization, today's datacenters are moving to colocation of latency-sensitive and batch workloads on the same server. State-of-the-art deployments, such as those at Google, colocate such diverse workloads even on a single SMT core. This form of aggressive colocation is afforded by virtue of the fact that a latency-sensitive service operating below its peak load has significant slack in its response latency with respect to the QoS target. The slack affords a degradation in single-thread performance, which is inevitable under SMT colocation, without compromising QoS targets. This work makes the observation that many batch applications can greatly benefit from a large instruction window to uncover ILP and MLP. Under SMT colocation, conventional wisdom holds that individual hardware threads should be limited in their ability to acquire and hold a disproportionately large share of microarchitectural resources so as not to compromise the performance of a co-running thread. We show that the performance slack inherent in latency-sensitive workloads operating at low to moderate load makes it safe to shift microarchitectural resources to a co-running batch thread without compromising QoS targets. Based on this insight, we introduce Stretch, a simple ROB partitioning scheme that is invoked by system software to provide one hardware thread with a much larger ROB partition at the expense of another thread. When Stretch is enabled for latency-sensitive workloads operating below their peak load on an SMT core, co-running batch applications gain 13% of performance on average (30% max) over a baseline SMT colocation and without compromising QoS constraints.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675191","Quality of service;Datacenter;Simultaneous multithreading;Latency-sensitive applications;Microarchitecture","Quality of service;Servers;Hardware;Web search;Google;Microarchitecture;Degradation","","19","","37","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"CIDR: A Cost-Effective In-Line Data Reduction System for Terabit-Per-Second Scale SSD Arrays","M. Ajdari; P. Park; J. Kim; D. Kwon; J. Kim","Department of Computer Science and Engineering, POSTECH, Pohang, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea; Department of Electrical and Computer Engineering, Seoul National University, Seoul, South Korea",2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","28","41","An SSD array, a storage system consisting of multiple SSDs per node, has become a design choice to implement a fast primary storage system, and modern storage architects now aim to achieve terabit-per-second scale performance with the next-generation SSD array. To reduce the storage cost and improve the device endurability, such SSD array must employ data reduction schemes (i.e., deduplication, compression), which provide high data reduction capability at minimum costs. However, existing data reduction schemes do not scale with the fast increasing performance of an SSD array, due to inhibitive amount of CPU resources (e.g., in software-based schemes) or low data reduction ratio (e.g., in SSD device wide deduplication) or being cost ineffective to address workload changes in datacenters (e.g., in ASIC-based acceleration). In this paper, we propose CIDR, a novel FPGA-based, cost-effective data reduction system for an SSD array to achieve the terabit-per-second scale storage performance. Our key ideas are as follows. First, we decouple data reduction related computing tasks from the unscalable host CPUs by offloading them to a scalable array of FPGA boards. Second, we employ a centralized, node-wide metadata management scheme to achieve an SSD array-wide, high data reduction. Third, our FPGA-based reconfiguration adapts to different workload patterns by dynamically balancing the amount of software and hardware tasks running on CPUs and FPGAs, respectively. For evaluation, we built our example CIDR prototype achieving up to 12.8 GB/s (0.1 Tbps) on one FPGA. CIDR outperforms the baseline for a write-only workload by up to 2.47x and a mixed read-write workload by an expected 3.2x, respectively. We showed CIDR's scalability to achieve Tbps-scale performance by measuring a two-FPGA CIDR and projecting the performance impacts for more FPGAs.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675249","deduplication;compression;FPGA;SSD array","Arrays;Servers;Throughput;Field programmable gate arrays;Nonvolatile memory;Hardware;Acceleration","","14","","62","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"Composite-ISA Cores: Enabling Multi-ISA Heterogeneity Using a Single ISA","A. Venkat; H. Basavaraj; D. M. Tullsen","University of Virginia; University of California, San Diego; University of California, San Diego",2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","42","55","Heterogeneous multicore architectures are comprised of multiple cores of different sizes, organizations, and capabilities. These architectures maximize both performance and energy efficiency by allowing applications to adapt to phase changes by migrating execution to the most efficient core. Heterogeneous-ISA architectures further take advantage of the inherent ISA preferences of different application phases to provide additional performance and efficiency gains. This work proposes composite-ISA cores that implement composite feature sets made available from a single large superset ISA. This architecture has the potential to recreate, and in many cases supersede, the gains of multi-ISA heterogeneity, by leveraging a single composite-ISA, exploiting greater flexibility in ISA choice. Composite-ISA CMPs enhance existing performance gains due to hardware heterogeneity by an average of 19%, and have the potential to achieve an additional 31% energy savings and 35% reduction in Energy Delay Product, with no loss in performance.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675215","heterogeneous architectures;multicore processors;isa;risc;cisc;energy efficiency;single-thread performance","Registers;Multicore processing;Hardware;Program processors;Microarchitecture;Complexity theory","","19","","115","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"HyPar: Towards Hybrid Parallelism for Deep Learning Accelerator Array","L. Song; J. Mao; Y. Zhuo; X. Qian; H. Li; Y. Chen",Duke University; Duke University; University of Southern California; University of Southern California; Duke University; Duke University,2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","56","68","With the rise of artificial intelligence in recent years, Deep Neural Networks (DNNs) have been widely used in many domains. To achieve high performance and energy efficiency, hardware acceleration (especially inference) of DNNs is intensively studied both in academia and industry. However, we still face two challenges: large DNN models and datasets, which incur frequent off-chip memory accesses; and the training of DNNs, which is not well-explored in recent accelerator designs. To truly provide high throughput and energy efficient acceleration for the training of deep and large models, we inevitably need to use multiple accelerators to explore the coarse-grain parallelism, compared to the fine-grain parallelism inside a layer considered in most of the existing architectures. It poses the key research question to seek the best organization of computation and dataflow among accelerators. In this paper, we propose a solution HYPAR to determine layer-wise parallelism for deep neural network training with an array of DNN accelerators. HYPAR partitions the feature map tensors (input and output), the kernel tensors, the gradient tensors, and the error tensors for the DNN accelerators. A partition constitutes the choice of parallelism for weighted layers. The optimization target is to search a partition that minimizes the total communication during training a complete DNN. To solve this problem, we propose a communication model to explain the source and amount of communications. Then, we use a hierarchical layer-wise dynamic programming method to search for the partition for each layer. HYPAR is practical: the time complexity for the partition search in HYPAR is linear. We apply this method in an HMC-based DNN training architecture to minimize data movement. We evaluate HYPAR with ten DNN models from classic Lenet to large-size model VGGs, and the number of weighted layers of these models range from four to nineteen. Our evaluation finds that: the default Model Parallelism is indeed the worst; the default Data Parallelism is not the best; but hybrid parallelism can be better than either the default Data Parallelism or Model Parallelism in DNN training with an array of accelerators. Our evaluation shows that HYPAR achieves a performance gain of 3.39× and an energy efficiency gain of 1.51× compared to Data Parallelism on average, and HYPAR performs up to 2.40× better than “one weird trick”.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675232","Accelerator Architecture;Accelerator Array;Coarse Grain Parallelism;Communication in DNN Training;Deep Learning;DNN Training;Domain Specific Architecture;Hybrid Parallelism;Intra and Inter Layer Communication;Tensor Partition","Parallel processing;Training;Data models;Neural networks;Computer architecture;Acceleration","","88","1","118","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"[Title page iii]","",,2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","3","3","Presents the title page of the proceedings record.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675184","","","","","","","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"E-RNN: Design Optimization for Efficient Recurrent Neural Networks in FPGAs","Z. Li; C. Ding; S. Wang; W. Wen; Y. Zhuo; C. Liu; Q. Qiu; W. Xu; X. Lin; X. Qian; Y. Wang",Syracuse University; Northeastern University; Northeastern University; Florida International University; University of Southern California; Carnegie Mellon University; Syracuse University; SUNY University at Buffalo; Northeastern University; University of Southern California; Northeastern University,2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","69","80","Recurrent Neural Networks (RNNs) are becoming increasingly important for time series-related applications which require efficient and real-time implementations. The two major types are Long Short-Term Memory (LSTM) and Gated Recurrent Unit (GRU) networks. It is a challenging task to have real-time, efficient, and accurate hardware RNN implementations because of the high sensitivity to imprecision accumulation and the requirement of special activation function implementations. Recently two works have focused on FPGA implementation of inference phase of LSTM RNNs with model compression. First, ESE uses a weight pruning based compressed RNN model but suffers from irregular network structure after pruning. The second work C-LSTM mitigates the irregular network limitation by incorporating block-circulant matrices for weight matrix representation in RNNs, thereby achieving simultaneous model compression and acceleration. A key limitation of the prior works is the lack of a systematic design optimization framework of RNN model and hardware implementations, especially when the block size (or compression ratio) should be jointly optimized with RNN type, layer size, etc. In this paper, we adopt the block-circulant matrixbased framework, and present the Efficient RNN (E-RNN) framework for FPGA implementations of the Automatic Speech Recognition (ASR) application. The overall goal is to improve performance/energy efficiency under accuracy requirement. We use the alternating direction method of multipliers (ADMM) technique for more accurate block-circulant training, and present two design explorations providing guidance on block size and reducing RNN training trials. Based on the two observations, we decompose E-RNN in two phases: Phase I on determining RNN model to reduce computation and storage subject to accuracy requirement, and Phase II on hardware implementations given RNN model, including processing element design/optimization, quantization, activation implementation, etc. 1 Experimental results on actual FPGA deployments show that E-RNN achieves a maximum energy efficiency improvement of 37.4× compared with ESE, and more than 2× compared with C-LSTM, under the same accuracy.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675229","RNN;design optimization;FPGAs;block-circulant matrix","Logic gates;Field programmable gate arrays;Hardware;Computer architecture;Training;Design optimization","","55","","43","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"Bit Prudent In-Cache Acceleration of Deep Convolutional Neural Networks","X. Wang; J. Yu; C. Augustine; R. Iyer; R. Das",University of Michigan; University of Michigan; Intel Corporation; Intel Corporation; University of Michigan,2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","81","93","We propose Bit Prudent In-Cache Acceleration of Deep Convolutional Neural Networks - an in-SRAM architecture for accelerating Convolutional Neural Network (CNN) inference by leveraging network redundancy and massive parallelism. The network redundancy is exploited in two ways. First, we prune and fine-tune the trained network model and develop two distinct methods - coalescing and overlapping - to run inferences efficiently with sparse models. Second, we propose an architecture for network models with a reduced bit width by leveraging bit-serial computation. Our proposed architecture achieves a 17.7×/3.7× speedup over server class CPU/GPU, and a 1.6× speedup compared to the relevant in-cache accelerator, with 2% area overhead each processor die, and no loss on top-1 accuracy for AlexNet. With a relaxed accuracy limit, our tunable architecture achieves higher speedups.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675204","In-Memory Computing;Cache;Neural Network Pruning;Low Precision Neural Network","Computational modeling;Neural networks;Random access memory;Redundancy;Arrays;Acceleration","","34","","33","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"Shortcut Mining: Exploiting Cross-Layer Shortcut Reuse in DCNN Accelerators","A. Azizimazreah; L. Chen","School of Electrical Engineering and Computer Science, Oregon State University, USA; School of Electrical Engineering and Computer Science, Oregon State University, USA",2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","94","105","Off-chip memory traffic has been a major performance bottleneck in deep learning accelerators. While reusing on-chip data is a promising way to reduce off-chip traffic, the opportunity on reusing shortcut connection data in deep networks (e.g., residual networks) have been largely neglected. Those shortcut data accounts for nearly 40% of the total feature map data. In this paper, we propose Shortcut Mining, a novel approach that “mines” the unexploited opportunity of on-chip data reusing. We introduce the abstraction of logical buffers to address the lack of flexibility in existing buffer architecture, and then propose a sequence of procedures which, collectively, can effectively reuse both shortcut and non-shortcut feature maps. The proposed procedures are also able to reuse shortcut data across any number of intermediate layers without using additional buffer resources. Experiment results from prototyping on FPGAs show that, the proposed Shortcut Mining achieves 53.3%, 58%, and 43% reduction in off-chip feature map traffic for SqueezeNet, ResNet-34, and ResNet152, respectively and a 1.93X increase in throughput compared with a state-of-the-art accelerator.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00030","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675236","deep learning;Convolutional Neural Network;Hardware Accelerator","System-on-chip;Field programmable gate arrays;Tin;Deep learning;Memory management;Data models","","42","2","44","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
"Fine-Tuning the Active Timing Margin (ATM) Control Loop for Maximizing Multi-core Efficiency on an IBM POWER Server","Y. Zu; D. Richins; C. Lefurgy; V. Reddi",The University of Texas at Austin; The University of Texas at Austin; IBM Research; Harvard University,2019 IEEE International Symposium on High Performance Computer Architecture (HPCA),"28 Mar 2019","2019","","","106","119","Active Timing Margin (ATM) is a technology that improves processor efficiency by reducing the pipeline timing margin with a control loop that adjusts voltage and frequency based on real-time chip environment monitoring. Although ATM has already been shown to yield substantial performance benefits, its full potential has yet to be unlocked. In this paper, we investigate how to maximize ATM's efficiency gain with a new means of exposing the inter-core speed variation: finetuning the ATM control loop. We conduct our analysis and evaluation on a production-grade POWER7+ system. On the POWER7+ server platform, we fine-tune the ATM control loop by programming its Critical Path Monitors, a key component of its ATM design that measures the cores' timing margins. With a robust stress-test procedure, we expose over 200 MHz of inherent inter-core speed differential by fine-tuning the percore ATM control loop. Exploiting this differential, we manage to double the ATM frequency gain over the static timing margin; this is not possible using conventional means, i.e. by setting fixed <;v, f> points for each core, because the corelevel <;v, f> must account for chip-wide worst-case voltage variation. To manage the significant performance heterogeneity of fine-tuned systems, we propose application scheduling and throttling to manage the chip's process and voltage variation. Our proposal improves application performance by more than 10% over the static margin, almost doubling the 6% improvement of the default, unmanaged ATM system. Our technique is general enough that it can be adopted by any system that employs an active timing margin control loop.","2378-203X","978-1-7281-1444-6","10.1109/HPCA.2019.00031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8675227","Active timing margin, Performance, Power effi--ciency, Reliability, Critical path monitors","Monitoring;Clocks;Temperature measurement;Temperature sensors;Voltage control;Delays","","3","","49","IEEE","28 Mar 2019","","","IEEE","IEEE Conferences"
