"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Veritas – Demystifying Silent Data Corruptions: μArch-Level Modeling and Fleet Data of Modern x86 CPUs","O. Chatzopoulos; N. Karystinos; G. Papadimitriou; D. Gizopoulos; H. D. Dixit; S. Sankar","University of Athens, Greece; University of Athens, Greece; University of Athens, Greece; University of Athens, Greece; Meta Platforms Inc, Menlo Park, California; Meta Platforms Inc, Menlo Park, California",2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","1","14","Hyperscalers have reported unexpectedly high numbers of defective CPU chips, with a defect rate of 1 in a 1000, leading to Silent Data Corruptions (SDCs) in their computing fleets. However, there is no public data on the rate of SDC incidents (corrupted program executions) in large fleets, nor nor any detailed information on which CPU units, microarchitectures, or workloads are more likely to generate SDCs due to silicon defects. While CPU array structures have been studied for fault effects, arithmetic units like integer and floating-point units have not been thoroughly analyzed as potential root causes of SDCs. This paper addresses this critical gap by accurately modeling hardware faults in the arithmetic units of modern x86 CPUs and measuring the probability and rates of SDCs. Using a full-system gem5-based fault injector, the paper examines SDC trends across five recent $x 86$ microarchitectures, various arithmetic units, and instruction classes. By integrating real-world defect rates from large-scale datacenter experiments with early-stage modeling and simulation, the paper provides critical insights into SDC incident rates across different systems. This information is essential for guiding hardware-based or software-based fault protection methods and is the paper’s primary contribution to minimizing the impact of silent data corruptions in computing.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00012","Horizon Europe; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946774","silent data corruptions;arithmetic units;fault modeling;fault injection;fleet data;reliability","Microarchitecture;Sensitivity;Computational modeling;Fault protection;Market research;Hardware;Vectors;Data models;Silicon;Arithmetic","","3","","59","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"ChameleonEC: Exploiting Tunability of Erasure Coding for Low-Interference Repair","Y. Cai; S. Lin; Z. Shen; J. Yang; J. Shu",Xiamen University; Xiamen University; Xiamen University; Xiamen University; Xiamen University,2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","15","28","Erasure coding provides fault tolerance in a storage-efficient manner, yet it introduces a high repair penalty. We uncover via trace-driven experiments that the substantial repair traffic in erasure coding is prone to entangling with the foreground traffic, thereby slowing down repair progress and downgrading service quality. We present ChameleonEC, a general mechanism that can assist a variety of erasure codes in realizing low-interference repair. ChameleonEC comprises the following design techniques: (i) repair task assignment, which decomposes a repair plan into multiple repair tasks and makes them coexist harmoniously with the foreground traffic, so as to saturate unoccupied bandwidth and avoid bandwidth contentions; (ii) repair path establishment, which orchestrates elastic transmission routings over the dispatched repair tasks to instruct the repair; and (iii) straggler-aware re-scheduling, which timely re-tunes task transmissions and repair plans to bypass unexpected stragglers emerging in repair. We conduct extensive experiments on Amazon EC2, showing that ChameleonEC can accelerate the repair by 4.9–498.2% for various erasure codes under different real-world traces. ChameleonEC can also speed up the repair process by 25.4–73.5% under the storage-bottlenecked scenarios.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00013","National Natural Science Foundation of China; Natural Science Foundation of Fujian Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946295","","Fault tolerance;Codes;Navigation;Fault tolerant systems;Bandwidth;Computer architecture;Maintenance engineering;Encoding","","","","81","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"DPUaudit: DPU-assisted Pull-based Architecture for Near-Zero Cost System Auditing","P. Jiang; H. Jiang; R. Huang; H. Lei; Z. Zhong; S. Zhang; Y. Ren; N. Jia; X. Hu; Y. Guo; X. Chen; D. Li","Southeast University, China; Peking University, China; Peking University, China; Peking University, China; Peking University, China; Huawei Technologies Co., Ltd, China; Huawei Technologies Co., Ltd, China; Huawei Technologies Co., Ltd, China; Huawei Technologies Co., Ltd, China; Peking University, China; Peking University, China; Peking University, China",2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","29","43","System auditing frameworks are crucial for modern data center security, as they record system events to detect intrusions. However, existing software-based auditing frameworks are limited by their high runtime overhead. To address the limitations of software-based frameworks, researchers had proposed a hardware-based auditing framework that offloads log processing to isolated hardware. However, despite using powerful specialized hardware, this approach still suffers from high runtime overhead, which contradicts their efficiency goal. We have identified that the high overhead is due to the pushbased architecture, which involves operating a log sender on the monitored host. Consequently, the existing approach requires heavy software protection mechanisms to secure the log sender, resulting in high runtime overhead.In this paper, we propose a new DPU-assisted pull-based architecture called DPUaudit for hardware-based auditing, which achieves near-zero runtime overhead. Instead of using a log sender, DPUaudit utilizes DPU to actively pull system events from the monitored host. This eliminates the need for heavy mechanisms to handle and safeguard the log sender, achieving highly efficient system auditing. Experimental results show that, on average, DPUaudit only slows down applications on the monitored host by 2.1% for six mainstream data center applications under different workloads, which is at least one order of magnitude smaller than existing approaches, while still ensuring the integrity of audit logs.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00014","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946716","","Resistance;Data centers;Runtime;Costs;Software protection;Computer architecture;Hardware;Security;Monitoring;Optimization","","","","98","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"Delinquent Loop Pre-execution Using Predicated Helper Threads","A. Seshadri; E. Rotenberg","Department of Electrical and Computer Engineering, North Carolina State University; Department of Electrical and Computer Engineering, North Carolina State University",2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","44","58","Branch pre-execution targets delinquent branches that are not predictable by conventional branch predictors. Helper threads attempt to resolve branches ahead of the main thread. Pre-executed branch outcomes are communicated to the main thread’s fetch unit via a global branch queue or local branch queues (one per branch PC). Two key challenges are discussed in this paper. 1) Handling a delinquent branch b2 that is control-dependent on another delinquent branch b1. Prior works that include both branches resort to branch prediction of b1 in the helper thread to determine whether or not to pre-execute b2. But b1 is hard-to-predict and the misprediction bottleneck merely shifts from the main thread to the helper thread. 2) Handling a store instruction that both influences a delinquent branch and is control-dependent on it. We propose predicated helper threads (Phelps) to address these challenges. Phelps constructs a helper thread for each inner loop containing delinquent branches. All delinquent branches, even control-dependent ones (b2), are unconditionally pre-executed in each loop iteration. Per-branch queues are managed in lockstep based on loop iterations, allowing the helper thread to deposit outcomes for both b1 and b2 each iteration and the main thread to consume or ignore b2 outcomes in the correct sequence dictated by b1. The helper thread also retains influential stores for dynamic disambiguation and store-load forwarding. Any such store that is control-dependent on a delinquent branch is predicated on the branch’s outcome, which is necessary because the helper thread no longer has control-flow (except for the loop branch). Phelps also features dual decoupled helper threads for outer-inner loop pairs, for effective branch pre-execution when the inner loop has a short and unpredictable trip count.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946770","branch prediction;branch pre-execution;helper threads;superscalar processor;instruction level parallelism","Instruction sets;Computer architecture","","","","49","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"Mascot: Predicting Memory Dependencies and Opportunities for Speculative Memory Bypassing","K. H. Mose; S. S. Kim; A. Ros; T. M. Jones; R. D. Mullins",University of Cambridge; University of Murcia; University of Murcia; University of Murcia; University of Cambridge,2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","59","71","Memory-dependence prediction (MDP) increases instruction-level parallelism (ILP) by allowing load instructions to be issued even when addresses in the store queue are unknown. The predictor determines whether a load will alias with a prior store, delaying issue when a dependence is predicted. Speculative memory bypassing (SMB) further enhances ILP by short-circuiting a predicted dependence to forward the value written by a store to a load that is predicted to depend on it, without their addresses necessarily being known. This breaks data dependencies on the load and store addresses, allowing loads to obtain their values much earlier than they normally would. To obtain benefits, dependencies must be predicted with high accuracy. Furthermore, the benefits are skewed, with false negatives being more costly for performance than false positives for MDP, since the former requires squashing when the misprediction is identified, whereas the latter only delays the issue of independent loads. For SMB, on the other hand, false positives are very costly, as they require squashing, whereas false negatives have little impact in the presence of an accurate memory dependence predictor. Due to these differing requirements, the designs of predictors for these mechanisms have diverged. In this paper, we propose Mascot, a novel predictor capable of performing both MDP and SMB. MASCOT is inspired by the TAGE predictor, widely used in branch prediction. Although TAGE has proven effective as a universal predictor structure, we demonstrate how prior TAGE-based MDP or SMB predictors suffer from inaccuracy due to not learning patterns of non-dependence. By learning the context for dependencies as well as non-dependencies, Mascot achieves sufficiently low false negatives and false positives to perform MDP and SMB, while at the same time uses less space than existing designs that only perform MDP or SMB. Our simulation results show that for SPEC CPU 2017, MAscot used for MDP alone yields an IPC gain of ${0. 4 \%}$ over the previous state-of-the-art predictor, on average, at the same size. When used for both MDP and SMB, it yields an increase in IPC of 1.9% on average, with peak gains of 26%. A compacted version of Mascot, Mascot-opt, achieves similar numbers within 0.1% while using just 10.1 KiB of space.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00016","European Research Council; Engineering and Physical Sciences Research Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946798","mascot;memory bypassing;memory dependence;memory dependence prediction;memory prediction;speculative memory bypassing;value prediction","Hands;Context;Accuracy;Simulation;Memory management;Parallel processing;Delays;Resource management","","","","31","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"Architecting Value Prediction around In-Order Execution","P. Ravenel; A. Perais; B. D. d. Dinechin; F. Pétrot","Univ. Grenoble Alpes, CNRS, Grenoble INP, TIMA; Univ. Grenoble Alpes, CNRS, Grenoble INP, TIMA; Kalray; Univ. Grenoble Alpes, CNRS, Grenoble INP, TIMA",2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","72","84","In the search for performance, in-order execution cannot expect to prevail as older long latency instructions prevent younger ones from issuing. Although stall-on-use processors allow independent instructions to issue in the shadow of a cache miss, the compiler cannot always find enough independent work to keep pipeline resources busy. In this paper, we study how both value prediction based on address prediction and direct value prediction can be built into an in-order pipeline to unlock significant performance. We further show that the in-order execution property provides advantages in that the pipeline may speculate aggressively without suffering from any recovery penalty. Finally, we combine this data speculation infrastructure with a reworked cache hierarchy that relies on a fast first level cache that can be written speculatively. We show that such an in-order pipeline can reach a performance level that is comparable to an equally - although moderately - wide out-of-order processor, without requiring support for partial out-of-order execution such as out-of-order memory hazard handling or full-fledged register renaming. Overall, we increase the performance of a 32 -entry scoreboard, 4-issue in-order processor based on a scaled up Open Hardware Group CVA6 by 38.4% (geomean), achieving $\mathbf{8 6. 7 \%}$ and $\mathbf{4 6. 3 \%}$ of the gains brought by comparable out-of-order processors featuring 32/16-entry and 64/32-entry Reorder Buffer and scheduler, respectively.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946767","value prediction;risc-v;in-order processors","Out of order;Program processors;Pipelines;Memory management;Hazards;Hardware;Registers","","","","54","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"Efficient Optimization with Encoded Ising Models","D. Iyer; S. Achour",Stanford University; Stanford University,2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","85","98","Many promising computing substrates, including quantum computers, oscillator-based computers, and p computers solve constrained combinatorial optimization problems by minimizing energy functions called Ising models. Because Ising solvers explore an unconstrained search space, Ising models for many popular optimization problems must include penalty terms to raise the energy of infeasible solutions that would appear optimal otherwise. We observe that for some problems, Ising solvers spend the majority of computation time exploring this invalid state and often never find a feasible solution. We introduce the encoded Ising model (E-I model), an extension to the Ising model that uses a digital encoding circuit to vastly reduce the proportion of time a solver spends exploring invalid states. We present Fuse, a software framework that enables the description of such functions and automatically lowers them to a p-computer. Our formulation reduces the number of iterations to a solution by a factor of $7.2-52000 \mathrm{x}$ and achieves up to $\mathbf{1 0 0. 0 \%}$ higher estimated success probability over baseline formulations.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00018","Stanford SystemX Alliance; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946803","combinatorial optimization;quantum computing;p-bits;p-computers","Computers;Quantum computing;Computational modeling;Search problems;Encoding;Software;Logic;Integrated circuit modeling;Optimization;Substrates","","","","27","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"SPARK: Sparsity Aware, Low Area, Energy-Efficient, Near-memory Architecture for Accelerating Linear Programming Problems","S. R. S. Raman; L. John; J. P. Kulkarni",The University of Texas at Austin; The University of Texas at Austin; The University of Texas at Austin,2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","99","112","Integer Linear Programming (ILP) is an important mathematical approach for solving time-sensitive real-life optimization problems, including network routing, map routing, traffic scheduling, etc. However, the algorithms for solving ILPs are typically sparse and branch-intensive, and not CPU/GPU friendly. In the paper “What could a million cores do to solve Integer programs”, Koch et al. [40] presented data illustrating that Integer Linear Programming (ILP) applications take tens of hours of execution time even on the largest parallel computers. Long execution time is a problem because many real-life applications need a decision in seconds or minutes. The widely used ILP solvers, like Gurobi (optimized for CPUs), perform software-based optimizations to handle the inherent sparsity in ILPs but still do not meet decision threshold because of the limited throughput of CPUs. GPUs are suited for large-sized dot-product compute, however, GPU-based ILP solvers also do not meet decision thresholds as (i) GPU is not sparsity friendly and (ii) GPU incurs thread divergence for branching, resulting in under-utilization of streaming engines and periodic host-GPU interaction. We propose SPARK, a sparsity-aware, reuse-aware, energy-efficient, reconfigurable, near-cache ILP architecture that (i) re-configures the existing L1 cache present in CPUs to perform near-cache acceleration with easy integration into the baseline CPU pipeline with minimal area overhead ($\sim 1.4 \%$ of a CPU), (ii) performs near-cache sparsity detection and sparsity-aware compute, reducing the number of insignificant computations, and data movement energy overheads, (iii) leverages the computational patterns present in algorithms used for solving ILP to realize a reuse-aware architecture, and (iv) is applicable to solving sparse and dense ILPs and LPs (Linear Programs). We observe $15 x / 20 x$, and $152 x / 740 x$ performance/energy improvement over AMD’s Zen3 CPU, and Nvidia’s Tesla v100 GPU for sparse reallife ILPs in Mixed Integer Programming library (MIPLIB 2017). For sparse LPs (non-integer), SPARK achieves 7-17x/103-250x performance/energy improvement over CPU/ GPU indicating SPARK’s broad applicability.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946831","sparsity;near-memory;linear programming","Graphics processing units;Computer architecture;Integer linear programming;Routing;Throughput;Energy efficiency;Scheduling;Central Processing Unit;Sparks;Optimization","","1","","64","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"LegoZK: A Dynamically Reconfigurable Accelerator for Zero-Knowledge Proof","Z. Yang; L. Zhao; P. Li; H. Liu; K. Li; B. Zhao; D. Meng; R. Hou","State Key Laboratory of Cyberspace Security Defense, Institute of Information Engineering, CAS and School of Cyber Security, University of Chinese Academy of Sciences; State Key Laboratory of Cyberspace Security Defense, Institute of Information Engineering, CAS and School of Cyber Security, University of Chinese Academy of Sciences; State Key Laboratory of Cyberspace Security Defense, Institute of Information Engineering, CAS and School of Cyber Security, University of Chinese Academy of Sciences; State Key Laboratory of Cyberspace Security Defense, Institute of Information Engineering, CAS and School of Cyber Security, University of Chinese Academy of Sciences; State Key Laboratory of Cyberspace Security Defense, Institute of Information Engineering, CAS and School of Cyber Security, University of Chinese Academy of Sciences; State Key Laboratory of Cyberspace Security Defense, Institute of Information Engineering, CAS and School of Cyber Security, University of Chinese Academy of Sciences; State Key Laboratory of Cyberspace Security Defense, Institute of Information Engineering, CAS and School of Cyber Security, University of Chinese Academy of Sciences; State Key Laboratory of Cyberspace Security Defense, Institute of Information Engineering, CAS and School of Cyber Security, University of Chinese Academy of Sciences",2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","113","126","Zero-knowledge proof (ZKP) allows a prover to convince a verifier of the truth of a statement without revealing any secret information. This property is utilized in numerous privacy-preserving applications. However, the huge overhead of proof generation impedes the widespread adoption of ZKP. As a result, many ZKP accelerators have been developed to speed up proof generation. However, existing accelerators are designed at the granularity of core operators and exhibit low hardware resource utilization and limited adaptability. In this paper, we identify the commonality of all computation stages in proof generation at the level of basic finite field arithmetic operations. Based on this insight, we propose LegoZK, a dynamically reconfigurable hardware accelerator for ZKP. LegoZK employs finite field arithmetic units (FAUs) as its fundamental components and integrates these FAUs with a hierarchical on-chip network (NoC). By dynamically configuring the FAUs and the NoC, LegoZK can effectively accelerate the entire proof generation process, achieving higher overall performance. Additionally, for the most time-consuming MSM, this paper proposes a fast, fully pipelined bucket reduction algorithm based on lookup tables, which significantly reduces the latency of MSM. Experimental results demonstrate that LegoZK achieves on average speedup of $31.96 \times$ and $11.30 \times$ in proof generation compared to the state-of-the-art ZKP ASIC accelerator PipeZK and the GPU accelerator GZKP, respectively. And compared to PipeZK, LegoZK achieves $\mathbf{5 0. 1 \%}$ area reduction and $\mathbf{3 7. 7 \%}$ power consumption reduction.","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00020","National Natural Science Foundation of China; Chinese Academy of Sciences; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946728","","Power demand;Heuristic algorithms;Pipelines;Graphics processing units;Dynamic scheduling;System-on-chip;Resource management;Galois fields;Hardware acceleration;Arithmetic","","","","63","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
"Reuse-Aware Compilation for Zoned Quantum Architectures Based on Neutral Atoms","W. -H. Lin; D. B. Tan; J. Cong","University of California, Los Angeles; University of California, Los Angeles; University of California, Los Angeles",2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),"8 Apr 2025","2025","","","127","142","Quantum computing architectures based on neutral atoms offer large scales and high-fidelity operations. They can be heterogeneous, with different zones for storage, entangling operations, and readout. Zoned architectures improve computation fidelity by shielding idling qubits in storage from side-effect noise, unlike monolithic architectures where all operations occur in a single zone. However, supporting these flexible architectures with efficient compilation remains challenging. In this paper, we propose ZAC, a scalable compiler for zoned architectures. ZAC minimizes data movement overhead between zones with qubit reuse, i.e., keeping them in the entanglement zone if an immediate entangling operation is pending. Other innovations include novel data placement and instruction scheduling strategies in ZAC, a flexible specification of zoned architectures, and an intermediate representation for zoned architectures, ZAIR. Our evaluation shows that zoned architectures equipped with ZAC achieve a 22x improvement in fidelity compared to monolithic architectures. Moreover, ZAC is shown to have a 10% fidelity gap on average compared to the ideal solution. This significant performance enhancement enables more efficient and reliable quantum circuit execution, enabling advancements in quantum algorithms and applications. ZAC is open source at https://github.com/UCLAVAST/ZAC","2378-203X","979-8-3315-0647-6","10.1109/HPCA61900.2025.00021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10946298","neutral atom;quantum layout synthesis;zoned architecture;compilation;quantum computing","Technological innovation;Quantum algorithm;Program processors;Scheduling algorithms;Qubit;Computer architecture;Atoms;Parallel processing;Integrated circuit reliability;Quantum circuit","","","","38","IEEE","8 Apr 2025","","","IEEE","IEEE Conferences"
