"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Direct Spatial Implementation of Sparse Matrix Multipliers for Reservoir Computing","M. Denton; H. Schmit",Google Research; Google Research,2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","1","11","Reservoir computing is a nascent sub-field of machine learning which relies on the recurrent multiplication of a very large, sparse, fixed matrix. We argue that direct spatial implementation of these fixed matrices minimizes the work performed in the computation, and allows for significant reduction in latency and power through constant propagation and logic minimization. Bit-serial arithmetic enables massive static matrices to be implemented. We present the structure of our bit-serial matrix multiplier, and evaluate using canonical signed digit representation to further reduce logic utilization. We have implemented these matrices on a large FPGA and provide a cost model that is simple and extensible. These FPGA implementations, on average, reduce latency by 50x up to 86x versus GPU libraries. Comparing against a recent sparse DNN accelerator, we measure a 4.1x to 47x reduction in latency depending on matrix dimension and sparsity.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773205","Sparse Matrix Multiplication;FPGA;Reservoir Computing;Bit Serial Computation","Costs;Graphics processing units;Computer architecture;Machine learning;Reservoirs;Throughput;Minimization","","2","","35","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"uSystolic: Byte-Crawling Unary Systolic Array","D. Wu; J. S. Miguel","Department of ECE, University of Wisconsin-Madison, Madison, WI, USA; Department of ECE, University of Wisconsin-Madison, Madison, WI, USA",2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","12","24","General matrix multiply (GEMM) is an important operation in broad applications, especially the thriving deep neural networks. To achieve low power consumption for GEMM, researchers have already leveraged unary computing, which manipulates bitstreams with extremely simple logic. However, existing unary architectures are not well generalizable to varying GEMM configurations in versatile applications and incompatible to the binary computing stack, imposing challenges to execute unary GEMM effortlessly. In this work, we address the problem by architecting a hybrid unary-binary systolic array, uSystolic, to inherit the legacy-binary data scheduling with slow (thus power-efficient) data movement, i.e., data bytes are crawling out from memory to drive uSystolic. uSystolic exhibits tremendous area and power improvements as a joint effect of 1) low-power computing kernel, 2) spatial-temporal bitstream reuse, and 3) on-chip SRAM elimination. For the evaluated edge computing scenario, compared with the binary parallel design, the rated-coded uSystolic reduces the systolic array area and total on-chip area by 59.0% and 91.3%, with the on-chip energy and power efficiency improved by up to 112.2× and 44.8× for AlexNet.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00010","Wisconsin Alumni Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773232","","Power demand;Processor scheduling;Neural networks;Random access memory;Computer architecture;Systolic arrays;Hybrid power systems","","16","","77","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"CAMA: Energy and Memory Efficient Automata Processing in Content-Addressable Memories","Y. Huang; Z. Chen; D. Li; K. Yang","Department of Electrical and Computer Engineering, Rice University, Houston, TX; Department of Electrical and Computer Engineering, Rice University, Houston, TX; Department of Electrical and Computer Engineering, Rice University, Houston, TX; Department of Electrical and Computer Engineering, Rice University, Houston, TX",2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","25","37","Accelerating finite automata processing is critical for advancing real-time analytic in pattern matching, data mining, bioinformatics, intrusion detection, and machine learning. Recent in-memory automata accelerators leveraging SRAMs and DRAMs have shown exciting improvements over conventional digital designs. However, the bit-vector representation of state transitions used by all state-of-the-art (SOTA) designs is only optimal in processing worst-case completely random patterns, while a significant amount of memory and energy is wasted in running most real-world benchmarks.We present CAMA, a Content-Addressable Memory (CAM) enabled Automata accelerator for processing homogeneous non-deterministic finite automata (NFA). A radically different state representation scheme, along with co-designed novel circuits and data encoding schemes, greatly reduces energy, memory, and chip area for most realistic NFAs. CAMA is holistically optimized with the following major contributions: (1) a 16 × 256 8-transistor (8T) CAM array for state matching, replacing the 256 × 256 6T SRAM array or two 16×256 6T SRAM banks in state-of-the-art (SOTA) designs; (2) a novel encoding scheme that enables content searching within 8T SRAMs and adapts to different applications; (3) a reconfigurable and scalable architecture that improves efficiency on all tested benchmarks, without losing support for any NFA that’s compatible with SOTA designs; (4) an optimization framework that automates the choice of encoding schemes and maps a given NFA to the proposed hardware.Two versions of CAMA, one optimized for energy (CAMA-E) and the other for throughput (CAMA-T), are comprehensively evaluated in a 28nm CMOS process, and across 21 real-world and synthetic benchmarks. CAMA-E achieves 2.1×, 2.8 ×, and 2.04× lower energy than CA, 2-stride Impala, and eAP. CAMA-T shows 2.68×, 3.87× and 2.62 × higher average compute density than 2-stride Impala, CA, and eAP. Both versions reduce the chip area required for the largest tested benchmark by 2.48× over CA, 1.91× over 2-stride Impala, and 1.78× over eAP.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773182","Automata;Processing In Memory;Content Addressable Memory;Automata Processor;Pattern Matching","Learning automata;Memory management;Automata;Random access memory;Adaptive arrays;Benchmark testing;Throughput","","8","","40","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"CoopMC: Algorithm-Architecture Co-Optimization for Markov Chain Monte Carlo Accelerators","Y. Chai; G. G. Ko; W. -T. Mark Ting; L. Bailey; D. Brooks; G. -Y. Wei",Harvard University; Harvard University; Harvard University; Harvard University; Harvard University; Harvard University,2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","38","52","Bayesian machine learning is useful for applications that may make high-risk decisions with limited, noisy, or unlabeled data, as it provides great data efficiency and uncertainty estimation. Building on previous efforts, this work presents CoopMC, an algorithm-architecture co-optimization for developing more efficient MCMC-based Bayesian inference accelerators. CoopMC utilizes dynamic normalization (DyNorm), LUT-based exponential kernels (TableExp), and log-domain kernel fusion (LogFusion) to reduce computational precision and shrink ALU area by 7.5× without noticeable reduction in model performance. Also, a Tree-based Gibbs sampler (TreeSampler) improves hardware runtime from $\mathcal{O}$(N) to $\mathcal{O}$(log(N)), an 8.7× speedup, and yields 1.9× better area efficiency than the existing state-of-the-art Gibbs sampling architecture. These methods have been tested on 10 diverse workloads using 3 different types of Bayesian models, demonstrating applicability to many Bayesian algorithms. In an end-to-end case study, these optimizations achieve a 33% logic area reduction, 62% power reduction, and 1.53× speedup over previous state-of-the-art end-to-end MCMC accelerators.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773265","Algorithm-Architecture Co-Design;Hardware Accelerator;Bayesian Machine Learning;Markov Chain Monte Carlo","Monte Carlo methods;Runtime;Machine learning algorithms;Computational modeling;Computer architecture;Markov processes;Inference algorithms","","5","","42","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"Leaky Frontends: Security Vulnerabilities in Processor Frontends","S. Deng; B. Huang; J. Szefer","Yale University, New Haven, CT, USA; Yale University, New Haven, CT, USA; Yale University, New Haven, CT, USA",2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","53","66","This paper evaluates new security threats due to the processor frontend in modern Intel processors. The root causes of the security threats are the multiple paths in the processor frontend that the micro-operations can take: through the Micro-Instruction Translation Engine (MITE), through the Decode Stream Buffer (DSB), also called the Micro-operation Cache, or through the Loop Stream Detector (LSD). Each path has its own unique timing and power signatures, which lead to the side- and covert-channel attacks presented in this work. Especially, the switching between the different paths leads to observable timing or power differences which, as this work demonstrates, could be exploited by attackers. Because of the different paths, the switching, and way the components are shared in the frontend between hardware threads, two separate threads are able to be mutually influenced and timing or power can reveal activity on the other thread. The security threats are not limited to multi-threading, and this work further demonstrates new ways for leaking execution information about SGX enclaves or a new in-domain Spectre variant in single-thread setting. Finally, this work demonstrates a new method for fingerprinting the microcode patches of the processor by analyzing the behavior of different paths in the frontend. The findings of this work highlight the security threats associated with the processor frontend and the need for deployment of defenses for the modern processor frontend.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773186","processor frontend;micro-operation cache;covert-channel attacks;side-channel attacks","Instruction sets;Switches;Side-channel attacks;Detectors;Computer architecture;Fingerprint recognition;Hardware","","12","","32","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"DPrime+DAbort: A High-Precision and Timer-Free Directory-Based Side-Channel Attack in Non-Inclusive Cache Hierarchies using Intel TSX","S. Kim; M. Han; W. Baek","Department of CSE, UNIST, Ulsan, Republic of Korea; Department of CSE, UNIST, Ulsan, Republic of Korea; Department of CSE, Graduate School of AI, UNIST, Ulsan, Republic of Korea",2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","67","81","Recent CPUs have begun to adopt non-inclusive cache hierarchies for more effective cache utilization. Non-inclusive cache hierarchies have an additional advantage in that they eliminate the vulnerability to cache-based side-channel attacks. In addition, precise timers are often disabled or added with noise to defeat timer-based side-channel attacks. With the combination of such countermeasures, existing cache- and directory-based side-channel attacks can robustly be defeated on commodity systems.In this work, we discover the vulnerability caused by the undocumented interactions between the coherence directories and Intel TSX transactions in latest Intel CPUs with non-inclusive cache hierarchies. Guided by the observation, we propose a high-precision and timer-free directory attack called DPrime+DAbort in non-inclusive cache hierarchies using Intel TSX, which nullifies the aforementioned countermeasures. Our quantitative evaluation conducted on real systems equipped with latest Intel CPUs in three different generations demonstrates the practicality of the DPrime+DAbort attack in that it can be used to attack cryptographic and genomesequencing applications. We also discuss potential countermeasures and evaluate the feasibility of an Intel TSX-based countermeasure against the DPrime+DAbort attack.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773224","side-channel attack;directory;non-inclusive cache hierarchy;Intel TSX","Genomics;Side-channel attacks;Coherence;Computer architecture;Computer security;Bioinformatics","","1","","48","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"Abusing Cache Line Dirty States to Leak Information in Commercial Processors","Y. Cui; C. Yang; X. Cheng","Department of Computer Science & Technology, Engineering Research Center of Microprocessor & System, Peking University, Beijing, China; Department of Computer Science & Technology, Engineering Research Center of Microprocessor & System, Peking University, Beijing, China; Department of Computer Science & Technology, Engineering Research Center of Microprocessor & System, Peking University, Beijing, China",2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","82","97","Caches have been used to construct various types of covert and side channels to leak information. Most existing cache channels exploit the timing difference between cache hits and cache misses. However, we introduce a new and broader classification of cache covert channel attacks: Hit+Miss, Hit+Hit, and Miss+Miss. We highlight that cache misses (or cache hits) for cache lines in different states may have more significant time differences, and these can be used as timing channels. Based on this classification, we propose a new stable and stealthy Miss+Miss cache channel. Write-back caches are widely deployed in modern processors. This paper presents in detail a way in which replacement latency differences can be used to construct timing-based channels (called WB channels) to leak information in a write-back cache. Any modification to a cache line by a sender will set it to the dirty state, and the receiver can observe this through measuring the latency of replacing this cache set. We also demonstrate how senders could exploit a different number of dirty cache lines in a cache set to improve transmission bandwidth with symbols encoding multiple bits. The peak transmission bandwidths of the WB channels in commercial systems can vary between 1300 and 4400 kbps per cache set in a hyper-threaded setting without shared memory between the sender and the receiver. In contrast to most existing cache channels, which always target specific memory addresses, the new WB channels focus on the cache set and cache line states, making it difficult for the channel to be disturbed by other processes on the core, and they can still work in a cache using a random replacement policy. We also analyzed the stealthiness of WB channels from the perspective of the number of cache loads and cache miss rates. We discuss and evaluate possible defenses. The paper finishes by discussing various forms of side-channel attack.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00015","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773220","caches;covert channels;side channels;timing-based channels;cache write-back policy","Resistance;Program processors;Symbols;Receivers;Bandwidth;Side-channel attacks;Interference;Encoding;Timing;Monitoring","","12","","50","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"unXpec: Breaking Undo-based Safe Speculation","M. Li; C. Miao; Y. Yang; K. Bu",Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University,2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","98","112","Speculative execution attacks exploiting speculative execution to leak secrets have aroused significant concerns in both industry and academia. They mainly exploit covert or side channels over microarchitectural states left by mis-speculated and squashed instructions (i.e., transient instructions). Most such attacks target cache states. Existing cache-based defenses against speculative execution attacks fall into two categories, Invisible and Undo. Most Invisible defenses buffer execution metadata of speculative instructions and place them into the cache only if the speculatively executed instructions become determined. Motivated by the fact that mis-speculations are rare cases, Undo defenses allow speculative instructions to modify cache states. Upon a mis-speculation, they rollback cache states to the ones prior to the execution of transient instructions. However, Invisible defenses have been recently found insecure by the speculative interference attack. This calls for a deep security inspection of Undo defenses against speculative execution attacks.In this paper, we present unXpec as the first attack against Undo-based safe speculation. It exploits the secret-dependent timing channel exhibited through the rollback operations of Undo defenses. Specifically, the rollback process requires both invalidating cache lines brought into the cache by transient instructions and restoring evicted cache lines from the cache by transiently loaded data. This opens up a channel that encodes secret via the timing difference between when rollback involves much invalidation and restoration or not. We further leverage eviction sets to enforce more restoration operations. This yields a longer rollback time and thus a larger secret-dependent timing difference. We demonstrate the timing channel over the open-source CleanupSpec, a representative Undo solution. A single transient load can trigger a secret-dependent timing difference of 22 cycles (without eviction sets) of 32 cycles (with eviction sets), which is sufficiently exploitable for constructing a covert channel for speculative execution attacks. We run unXpec on the gem5 simulator with CleanupSpec enabled. The results show that unXpec can leak secrets at a high rate of 140 Kbps with an accuracy over 90%. Simply enforcing constant-time rollback to mitigate unXpec may induce an over 70% performance overhead.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773249","speculative execution attack;undo speculation;covert channel attack","Industries;Microarchitecture;Interference;Metadata;Inspection;Robustness;Timing","","6","","47","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"Cottage: Coordinated Time Budget Assignment for Latency, Quality and Power Optimization in Web Search","L. Zhou; L. N. Bhuyan; K. K. Ramakrishnan","Computer Science and Engineering Department, University of California Riverside, USA; Computer Science and Engineering Department, University of California Riverside, USA; Computer Science and Engineering Department, University of California Riverside, USA",2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","113","125","Most CPU power management techniques for web search assume that the time budget for a query is given a priori. However, determining the time budget on a per query granularity is challenging, because a difficult trade-off between the search latency, quality and power consumption has to be made. In this paper, we present Cottage, a coordinated time budget assignment framework between the aggregator and Index Serving Nodes (ISNs), which employs two distinct distributed search latency and quality predictors. The prediction results are integrated at a centralized optimizer for selecting the proper search time budget, while cutting off slow and low quality ISNs. Cottage also accelerates slow ISNs that have a high quality contribution, thus improving search quality. The implementation results on the Solr search engine show that Cottage outperforms state-of-the-art approaches with a 54% latency reduction and 41.3% less consumed power. In addition, the P@10 search quality with Cottage can still be as good as 0.947.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773207","selective search;time budget;distributed prediction;power management","Power demand;Power system management;Neural networks;Search engines;Predictive models;Prediction algorithms;Indexes","","1","","42","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
"Enabling Efficient Large-Scale Deep Learning Training with Cache Coherent Disaggregated Memory Systems","Z. Wang; J. Sim; E. Lim; J. Zhao","University of California, San Diego; University of California, San Diego; University of California, San Diego; University of California, San Diego",2022 IEEE International Symposium on High-Performance Computer Architecture (HPCA),"17 May 2022","2022","","","126","140","Modern deep learning (DL) training is memory-consuming, constrained by the memory capacity of each computation component and cross-device communication bandwidth. In response to such constraints, current approaches include increasing parallelism in distributed training and optimizing inter-device communication. However, model parameter communication is becoming a key performance bottleneck in distributed DL training. To improve parameter communication performance, we propose COARSE, a disaggregated memory extension for distributed DL training. COARSE is built on modern cache-coherent interconnect (CCI) protocols and MPI-like collective communication for synchronization, to allow low-latency and parallel access to training data and model parameters shared among worker GPUs. To enable high bandwidth transfers between GPUs and the disaggregated memory system, we propose a decentralized parameter communication scheme to decouple and localize parameter synchronization traffic. Furthermore, we propose dynamic tensor routing and partitioning to fully utilize the non-uniform serial bus bandwidth varied across different cloud computing systems. Finally, we design a deadlock avoidance and dual synchronization to ensure high-performance parameter synchronization. Our evaluation shows that COARSE achieves up to 48.3% faster DL training compared to the state-of-the-art MPI AllReduce communication.","2378-203X","978-1-6654-2027-3","10.1109/HPCA53966.2022.00018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773214","deep learning;training;cache coherence","Training;Deep learning;Tensors;Memory management;Training data;Bandwidth;System recovery","","8","","64","IEEE","17 May 2022","","","IEEE","IEEE Conferences"
